Trait,CHR,pStart,pEnd,Gene,pval_skat
hba1c,6,31513402,31514247,ATP6V1G2,6.9744593388162e-24
hba1c,6,31591808,31605199,PRRC2A,2.67314629612958e-13
hba1c,6,31674944,31678073,LY6G6F,8.34120801318505e-08
hba1c,6,31850332,31864674,EHMT2,5.785073616882322e-14
hba1c,6,31868765,31912523,ZBTB12,8.74701147096768e-12
hba1c,6,31937762,31939345,DOM3Z,2.67505371836754e-12
hba1c,6,32085278,32093922,ATF6B,3.60312865099743e-08
hba1c,6,32121659,32130329,PPT2,1.95593057306098e-08
hba1c,6,32149883,32151934,AGER,1.21050850086798e-10
hba1c,6,32261507,32339076,C6orf10,3.23426332966352e-13
hba1c,6,32549284,32554386,HLA-DRB1,1.8221956361477e-24
hba1c,6,32822186,32826450,PSMB9,3.27599654918742e-10
hba1c,6,39018493,39050055,GLP1R,2.52977373005575e-10
hba1c,7,43916491,43944823,URGCP,2.55658903256755e-22
hba1c,7,43968001,43991897,UBE2D4,7.93505960886963e-14
hba1c,7,44090314,44100373,DBNL,4.54510943587265e-15
hba1c,7,44144779,44153825,AEBP1,1.00713733380664e-28
hba1c,7,44185047,44224098,GCK,2.5609163118089502e-14
hba1c,7,44260934,44361910,CAMK2B,7.462405470445552e-19
hba1c,7,99077236,99085103,ZNF789,1.98897282338057e-13
hba1c,7,99250475,99272310,CYP3A5,3.45197006926228e-12
hba1c,7,99304418,99309025,CYP3A7,1.83001932613339e-10
hba1c,7,99797792,99809032,STAG3,1.15114747734069e-08
hba1c,8,41519248,41743589,ANK1,2.71641758411901e-96
hba1c,8,118148907,118184783,SLC30A8,9.93018807270051e-12
hba1c,9,21970916,21986847,CDKN2A,2.25990629543205e-08
hba1c,9,79797302,80023009,VPS13A,1.67524345286025e-18
hba1c,9,124103523,124128354,STOM,1.4584657078178502e-14
hba1c,9,140101944,140106361,NDOR1,7.59985256249137e-13
hdl,1,230211473,230413313,GALNT2,1.87166189939868e-40
hdl,10,113921889,113939693,GPAM,1.13973477450373e-08
hdl,11,14534378,14632507,PSMA1,4.6971786564348e-08
hdl,11,45869658,45893630,CRY2,1.07165617108549e-09
hdl,11,46359645,46376384,DGKZ,1.6703498353985698e-12
hdl,11,46419780,46544177,AMBRA1,9.01484845661216e-08
hdl,11,46970431,47183690,C11orf49,2.6675529033548704e-15
hdl,11,47298201,47349699,MADD,5.32528678931499e-08
hdl,11,47701528,47736023,AGBL2,3.11978185272196e-09
hdl,11,47741383,47788731,FNBP4,1.3639815457568e-14
hdl,11,47802071,47864013,NUP160,2.62078127131214e-17
hdl,11,48011369,48180921,PTPRJ,1.12730307388091e-19
hdl,11,56143424,56143977,OR8U1,5.159549004795299e-13
hdl,11,56510623,56511160,OR9G4,4.33203731077071e-18
hdl,11,57069375,57089261,TNKS1BP1,6.4221048479140605e-09
hdl,11,61524119,61553201,C11orf9,1.1309657965861402e-09
hdl,11,64112050,64117106,CCDC88B,3.15219046420623e-08
hdl,11,116620377,116639335,BUD13,3.20679538390826e-77
hdl,11,116691675,116693871,APOA4,6.6072270968903385e-77
hdl,11,117076972,117100029,PCSK7,2.28848372801834e-26
hdl,11,117110417,117153815,RNF214,3.74594326559915e-08
hdl,11,117162762,117182657,BACE1,9.89535046180829e-13
hdl,12,9077330,9084534,PHC1,2.75965990498293e-10
hdl,12,57525756,57595984,LRP1,4.7057402787548295e-12
hdl,12,122760524,122864920,CLIP1,2.69729285042448e-08
hdl,12,123651738,123705962,MPHOSPH9,6.49405782094626e-16
hdl,12,123748216,123753294,CDK2AP1,2.2715581604069897e-12
hdl,12,123787811,123828792,SBNO1,2.57249193623832e-15
hdl,12,123902892,123919969,RILPL2,4.3231478828574e-12
hdl,12,125264018,125348263,SCARB1,7.17213579682267e-27
hdl,15,42683787,42703356,CAPN3,2.48263196146804e-09
hdl,15,43818079,43820717,MAP1A,5.62272426382127e-26
hdl,15,58724609,58854753,LIPC,3.46893927007483e-96
hdl,16,15125441,15129970,PDXDC1,7.22706492500748e-10
hdl,16,56229881,56388893,GNAO1,7.88280243140365e-30
hdl,16,56400976,56456298,AMFR,3.59805921127824e-39
hdl,16,56784401,56873840,NUP93,7.89480634709533e-40
hdl,16,56900931,56946581,SLC12A3,1.1482614093580102e-112
hdl,16,56996288,57017319,CETP,0.0
hdl,16,57056609,57116287,NLRC5,1.37169299439908e-130
hdl,16,57145502,57179613,CPNE2,2.06073701081125e-39
hdl,16,57392733,57395488,CCL22,3.7120282710836695e-11
hdl,16,66997756,67006838,CES3,3.86332490442953e-08
hdl,16,67031481,67038140,CES4A,3.12416014307281e-10
hdl,16,67319622,67322118,PLEKHG4,9.60710753650474e-10
hdl,16,67378212,67418060,LRRC36,4.83843189957867e-08
hdl,16,67572534,67578396,FAM65A,7.573136246326731e-25
hdl,16,68120057,68256622,NFATC3,1.1006173473024101e-17
hdl,17,37813338,37818561,STARD3,3.39583877761505e-12
hdl,17,38121993,38131187,GSDMA,1.65487707081761e-10
hdl,17,40811781,40818699,TUBG2,7.2037870376949495e-12
hdl,17,41926126,41939212,CD300LG,2.0613027669189002e-110
hdl,17,66875294,66927326,ABCA8,6.898268553773e-09
hdl,18,46573551,46947056,DYM,1.01397863363145e-11
hdl,18,47095675,47109955,LIPG,1.13409298198064e-162
hdl,18,47361450,47718351,MYO5B,6.63642639444741e-43
hdl,19,8429323,8436164,ANGPTL4,7.32409068037034e-123
hdl,19,8458960,8466710,RAB11B,3.603492423760729e-10
hdl,19,11319491,11362861,DOCK6,3.60630043877995e-38
hdl,19,45351516,45390333,PVRL2,4.44474577580304e-20
hdl,19,45394969,45405062,TOMM40,3.68221261663414e-15
hdl,19,45410002,45412079,APOE,5.48324959198824e-61
hdl,19,45461980,45489674,CLPTM1,1.03701013818173e-17
hdl,2,21225500,21261998,APOB,2.78426482624875e-27
hdl,20,42988702,43057480,HNF4A,5.6024513276246196e-77
hdl,20,44464356,44484979,SNX21,8.23163537333471e-08
hdl,20,44578961,44598763,ZNF335,1.00894217830107e-08
hdl,3,47651536,47821025,SMARCC1,2.52465628792152e-11
hdl,3,47895705,48040283,MAP4,6.0705290360974186e-12
hdl,3,48205625,48229366,CDC25A,7.32560266410847e-13
hdl,3,50005916,50112998,RBM6,5.50289032373118e-09
hdl,3,51626449,51690400,RAD54L2,3.83838425937231e-08
hdl,3,52364168,52434095,DNAH1,2.0654755554074e-09
hdl,3,52448051,52455432,PHF7,1.7789986850469e-09
hdl,3,52493896,52519854,NISCH,2.00479179727439e-10
hdl,4,69342169,69349059,TMPRSS11E,1.05627031709809e-10
hdl,4,102713097,102975423,BANK1,2.12179046358255e-12
hdl,4,103174819,103262478,SLC39A8,2.17522309205824e-18
hdl,4,110500822,110605744,CCDC109B,2.00822456171284e-09
hdl,5,153429459,153432970,MFAP3,2.03461548816677e-09
hdl,6,31496915,31497706,MCCD1,5.97120577401324e-10
hdl,6,31513402,31514247,ATP6V1G2,1.2561168891450199e-11
hdl,6,31920687,31925848,RDBP,7.22864692548342e-08
hdl,6,31928148,31937037,SKIV2L,9.05842016049101e-09
hdl,6,34287912,34354073,NUDT3,2.4408476464827703e-14
hdl,6,34761675,34839644,UHRF1BP1,2.74122478052892e-12
hdl,6,35331104,35386872,PPARD,8.84870863612723e-08
hdl,6,160952816,161083025,LPA,1.99055603897553e-20
hdl,7,17842957,17978826,SNX13,1.6260066657165398e-12
hdl,7,73012042,73026378,MLXIPL,2.17596552086281e-13
hdl,8,9414049,9634022,TNKS,1.65587601257236e-16
hdl,8,19805708,19822741,LPL,0.0
hdl,8,20056352,20072192,ATP6V1B2,5.14636909554823e-11
hdl,9,107547273,107665739,ABCA1,8.75102058210379e-51
height,1,41501878,41651697,SCMH1,5.317064118763469e-11
height,1,50913388,51391845,FAF1,1.47024470312115e-20
height,1,51762442,51805099,TTC39A,5.53878788655264e-14
height,1,103348100,103573491,COL11A1,8.769103367291731e-10
height,1,119427467,119473972,TBX15,1.03516692578508e-24
height,1,149920593,149938898,OTUD7B,3.54971963750081e-16
height,1,150337289,150440279,RPRD2,9.94306401154142e-12
height,1,150526044,150532376,ADAMTSL4,2.10684659091135e-18
height,1,150550924,150551327,MCL1,7.14550301294997e-19
height,1,151009208,151015868,BNIPL,2.61293629079697e-09
height,1,151185952,151217738,PIP5K1A,1.18092608611885e-11
height,1,171813874,172355841,DNM3,2.51600016845718e-14
height,1,172394174,172437592,C1orf105,3.84495778890971e-09
height,1,176833497,177133041,ASTN1,1.2396355001550102e-15
height,1,184020945,184031921,TSEN15,2.93424929482764e-12
height,1,218520587,218613463,TGFB2,9.14441849387392e-11
height,10,70332477,70444319,TET1,2.5121208768436098e-22
height,10,70590644,70645376,STOX1,1.81778922355792e-13
height,10,79557402,79682918,DLG5,5.79382699662359e-15
height,10,103894609,103907055,PPRC1,4.54376176081567e-10
height,10,104698571,104836853,CNNM2,8.21538612499765e-11
height,11,2470093,2868868,KCNQ1,2.2242772151188e-13
height,11,46419780,46544177,AMBRA1,1.3244436658937002e-10
height,11,47741383,47788731,FNBP4,6.79778205947557e-08
height,11,48011369,48180921,PTPRJ,4.51675742943255e-12
height,11,66899619,67020500,KDM2A,1.20553174174905e-28
height,11,120221618,120347586,ARHGEF12,1.5303946591437e-11
height,11,130278773,130295821,ADAMTS8,2.73995795779195e-13
height,12,572836,670595,B4GALNT3,5.43363393168406e-08
height,12,1137217,1598836,ERC1,1.49156600404154e-08
height,12,2968078,2977954,FOXM1,5.04987773819465e-08
height,12,14577892,14631753,ATF7IP,2.39254394038457e-09
height,12,20522252,20831714,PDE3A,2.81133405444223e-08
height,12,46755374,46764254,SLC38A2,1.11762046439351e-15
height,12,47167837,47182531,SLC38A4,1.73114408450356e-10
height,12,66224461,66346714,HMGA2,3.34142641803286e-25
height,12,69140339,69154381,SLC35E3,4.15359243666202e-08
height,12,104385504,104408832,GLT8D2,3.6523624259168e-12
height,12,106986804,107155117,RFX4,9.68003823981716e-09
height,12,121750088,121781489,ANAPC5,7.14854582745108e-10
height,12,122674780,122684732,LRRC43,1.67287516061876e-08
height,12,122760524,122864920,CLIP1,6.7023064875826305e-09
height,12,123322415,123345509,HIP1R,2.2477032457501902e-09
height,12,123472472,123519112,PITPNM2,3.51006901730689e-09
height,12,123651738,123705962,MPHOSPH9,1.31666700875499e-08
height,12,123787811,123828792,SBNO1,4.04403407270222e-10
height,12,124069614,124075915,TMED2,1.75446982356966e-12
height,13,50283568,50365706,KPNA3,2.6624274328014e-37
height,13,51294123,51415234,DLEU7,4.83993747625114e-13
height,14,61201634,61407491,MNAT1,3.7628287695825e-11
height,14,65383689,65555251,CHURC1,2.32357562302166e-09
height,14,94642417,94742263,PPP4R4,1.20137327914208e-20
height,14,94844843,94849201,SERPINA1,4.8810137211403e-75
height,15,44774202,44815160,CTDSPL2,6.90875179287787e-09
height,15,48720271,48925467,FBN1,1.28435325401232e-16
height,15,67360728,67477569,SMAD3,3.67635497227294e-23
height,15,72132608,72328525,MYO9A,1.04245205221669e-21
height,15,72456429,72467385,GRAMD2,1.51243825410389e-14
height,15,72492779,72512795,PKM2,1.46465443066176e-15
height,15,72585570,72610476,CELF6,4.63025460606372e-17
height,15,72643444,72664056,HEXA,1.98371225402904e-11
height,15,72773575,72866714,ARIH1,6.456929429313161e-21
height,15,75762082,75854732,PTPN9,4.80477161595511e-09
height,15,84116988,84286544,SH3GL3,4.66324126907625e-10
height,15,84329438,84704372,ADAMTSL3,2.71366799280723e-41
height,15,85525556,85680904,PDE8A,4.5705303711593896e-11
height,15,89381556,89417629,ACAN,1.13791996621818e-88
height,15,99202875,99500055,IGF1R,6.87025805530453e-20
height,15,100514614,100880888,ADAMTS17,3.4674353838857603e-19
height,15,101717888,101788716,CHSY1,2.50412041621216e-15
height,16,915323,1013255,LMF1,7.54965093774373e-08
height,16,2140554,2144894,PKD1,4.28203902336222e-08
height,16,2810624,2819768,SRRM2,2.67867025476502e-11
height,16,4684448,4736316,MGRN1,8.23005167349677e-08
height,16,4751045,4777459,ANKS3,5.32884623202712e-13
height,16,16047542,16232976,ABCC1,4.22785841415142e-09
height,16,67319622,67322118,PLEKHG4,3.95139476694339e-08
height,16,67475802,67504682,ATP6V0D1,2.03489644874601e-09
height,16,67658146,67666095,CTCF,2.8132983026184e-11
height,16,69844285,69970529,WWP2,6.12037714676034e-12
height,16,81491081,81742741,CMIP,2.97396417492379e-08
height,16,88773738,88781614,CTU2,2.39325808255883e-14
height,17,17720319,17736925,SREBF1,3.22714799051266e-15
height,17,27794730,27857698,TAOK1,2.01863045357437e-09
height,17,27957939,28229418,SSH2,4.1055765257311696e-11
height,17,28492033,28512405,NSRP1,4.39879598981611e-10
height,17,28526585,28548810,SLC6A4,7.73448262103571e-08
height,17,28720171,28782880,CPD,2.45250475098928e-23
height,17,28811946,28846883,GOSR1,5.16451028973407e-10
height,17,29115920,29140186,CRLF3,5.946442265356501e-10
height,17,29431798,29685660,NF1,1.82084710791188e-13
height,17,42841978,42855746,ADAM11,1.97866583305256e-10
height,17,43516738,43555253,PLEKHM1,2.74020438681418e-09
height,17,46847364,46894377,TTLL6,7.50722282116811e-08
height,17,60588594,60685216,TLK2,1.99243827769639e-12
height,17,61088080,61494878,TANC2,4.04640927431643e-08
height,17,61709128,61760967,MAP3K3,6.44909107596347e-11
height,17,61871016,61894076,DDX42,4.47960645917874e-11
height,17,62019103,62044016,SCN4A,1.62041018690029e-23
height,17,62519019,62525832,CEP95,8.60954148791918e-11
height,17,67081278,67125337,ABCA6,4.44262413354732e-10
height,18,20528232,20603829,RBBP8,1.76956362401079e-14
height,18,20718352,20834307,CABLES1,3.86493566066204e-16
height,18,21114145,21162161,NPC1,9.223281471580493e-09
height,18,46573551,46947056,DYM,3.52984898947209e-18
height,19,2167212,2229584,DOT1L,4.8925169219049397e-11
height,19,7119018,7284870,INSR,4.30220972614858e-08
height,19,10382281,10395208,ICAM1,3.30561779060545e-08
height,19,12132535,12145874,ZNF433,7.315978243741581e-09
height,19,12460783,12470073,ZNF442,2.96127216463039e-09
height,19,55992992,55995710,ZNF628,6.94432556790545e-32
height,19,56000157,56030250,SSC5D,2.11453524128031e-24
height,2,20202930,20205541,MATN3,1.34566579098607e-25
height,2,23790221,23926659,KLHL29,1.03578165087219e-16
height,2,23980698,24148020,ATAD2B,3.59600998772703e-13
height,2,24188922,24218644,UBXN2A,8.30240167726259e-08
height,2,24290671,24298486,SF3B14,1.52034182268639e-09
height,2,24398818,24413298,C2orf84,8.88415409557475e-12
height,2,24426534,24540632,ITSN2,1.45400557912638e-13
height,2,25022598,25035709,CENPO,1.28559371890455e-14
height,2,25046355,25141434,ADCY3,2.74545645533834e-10
height,2,25191843,25194741,DNAJC27,3.5944950674974e-11
height,2,25276284,25373365,EFR3B,3.7171582932880005e-13
height,2,33172827,33623387,LTBP1,1.63786719651841e-20
height,2,44592268,44997514,CAMKMT,3.09128821250497e-12
height,2,55404794,55449464,C2orf63,6.86594600000623e-10
height,2,55529534,55639339,CCDC88A,6.38341666120487e-15
height,2,55749492,55769851,CCDC104,1.20862409949319e-20
height,2,55785408,55843052,SMEK2,8.929613340816021e-20
height,2,56119413,56145541,EFEMP1,1.8989808275270504e-19
height,2,97545306,97638495,FAM178B,7.861798702908581e-20
height,2,121555421,121747433,GLI2,4.18313286572213e-09
height,2,178494701,178969039,PDE11A,4.00765034429421e-17
height,2,216190654,216212339,ATIC,3.94802990300036e-08
height,2,219327500,219398111,USP37,4.04475927836086e-08
height,2,232325349,232328322,NCL,3.41225316127612e-17
height,2,232882748,233162244,DIS3L2,4.86585032093236e-81
height,20,31874762,31894789,BPIFB1,1.2591617151956601e-17
height,20,32088092,32218790,CBFA2T2,3.54465061712017e-12
height,20,32264675,32273524,E2F1,3.70450863494981e-12
height,20,32333181,32378732,ZNF341,2.89252839011002e-14
height,20,32988931,33081476,ITCH,1.08857054983036e-11
height,20,33171268,33264731,PIGU,1.05150190594428e-49
height,20,33437621,33457367,GGT7,1.1987888161154e-40
height,20,33467120,33509879,ACSS2,2.5195811074953798e-26
height,20,33563932,33588185,MYH7B,9.62602032457897e-25
height,20,33592122,33678636,TRPC4AP,2.68845825600766e-08
height,20,33703607,33733180,EDEM2,1.09869712792791e-24
height,20,33906639,33968939,UQCC,1.5873383198716702e-35
height,20,34079200,34095223,CEP250,3.16863673099453e-28
height,20,34214723,34239008,CPNE1,7.32112625240122e-18
height,20,34292961,34314725,RBM39,6.65427988533381e-24
height,20,34417059,34530739,PHF20,4.34573773856246e-66
height,20,34580341,34602132,C20orf152,1.65798901274883e-08
height,20,35068724,35136708,DLGAP4,9.16531853899638e-09
height,20,35281959,35343830,NDRG3,1.36540474051465e-16
height,20,35813514,35865054,RPN2,5.76232582428625e-16
height,20,47243597,47442003,PREX1,1.7185687212332e-08
height,20,57429447,57478939,GNAS,1.8606375641862e-11
height,21,34966932,34997018,CRYZL1,7.926659236189181e-09
height,22,28378384,29056152,TTC28,2.0011397295317e-11
height,22,32910237,33401355,SYN3,1.729038657922e-11
height,3,10070915,10135796,FANCD2,2.33004054844277e-08
height,3,14172381,14180731,TMEM43,8.269385465276e-08
height,3,14191918,14219408,XPC,5.17645319251867e-10
height,3,33431826,33467112,UBP1,5.460284392008709e-11
height,3,38051211,38066070,PLCD1,1.1194300835095e-09
height,3,47895705,48040283,MAP4,2.50062082939047e-18
height,3,48616291,48628014,COL7A1,4.23542416694289e-08
height,3,48725707,48752654,IP6K2,1.04437410875144e-16
height,3,48918313,48934620,SLC25A20,3.01836606653002e-26
height,3,49768927,49771943,IP6K1,1.21300765919168e-13
height,3,49928614,49940078,MST1R,3.00867725106056e-09
height,3,50721022,51410485,DOCK3,1.65786971881824e-16
height,3,52364168,52434095,DNAH1,7.10083728483468e-08
height,3,52448051,52455432,PHF7,1.16515590603742e-10
height,3,52584787,52709810,PBRM1,4.51538706996549e-14
height,3,52868445,52920440,MUSTN1,2.4136064318104703e-20
height,3,56764853,57067209,ARHGEF3,3.65744213803865e-08
height,3,128819281,128845137,RAB43,6.04129102299567e-08
height,3,141206800,141307120,RASA2,6.593530462755e-37
height,3,171852956,172107772,FNDC3B,2.71396846473948e-13
height,3,185367124,185534012,IGF2BP2,1.37763496638576e-12
height,3,187443722,187449757,BCL6,1.27164300192354e-08
height,4,1008212,1019011,FGFRL1,2.7150318263484703e-09
height,4,1285263,1320357,MAEA,3.12095501664819e-11
height,4,1824020,1849267,LETM1,1.25329907156526e-14
height,4,17635336,17780716,FAM184B,3.17515080371476e-13
height,4,17848100,18013639,LCORL,7.228450350130648e-55
height,4,73177780,73430036,ADAMTS3,1.63185803246313e-16
height,4,81259984,81884722,C4orf22,6.466977220813911e-15
height,4,87568863,87730980,PTPN13,1.25262016792685e-23
height,4,88274573,88307252,HSD17B11,7.81476137134973e-08
height,4,145568352,145659064,HHIP,4.3737552595482e-13
height,4,145923298,146015170,ANAPC10,1.4275201551112998e-43
height,4,146059891,146080339,OTUD4,2.94303906363767e-23
height,4,184028193,184236868,WWC2,4.4909523463871397e-11
height,5,298024,431389,PDCD6,8.25612307201629e-10
height,5,32716535,32786389,NPR3,2.3014560798817905e-23
height,5,42573791,42719239,GHR,9.743123720099348e-11
height,5,54603856,54704705,SKIV2L2,8.070181422337929e-11
height,5,55045907,55108598,DDX4,6.540583068075529e-11
height,5,108151600,108518834,FER,8.45641856539459e-08
height,5,127609633,127873114,FBN2,4.973472776884352e-19
height,5,131639843,131671662,SLC22A4,1.6121347845773e-11
height,5,131819800,131824486,IRF1,5.94133308725671e-10
height,5,138942117,139004975,UBE2D2,2.559801465929e-12
height,5,176333133,176409574,UIMC1,2.95761444523936e-14
height,5,176517170,176520243,FGFR4,1.76647563117677e-38
height,5,176584833,176722005,NSD1,1.95984094117052e-25
height,5,176817636,176825069,SLC34A1,1.36471947076444e-08
height,5,179672108,179706870,MAPK9,6.77677622906714e-08
height,6,7730836,7876339,BMP6,1.31104931101821e-18
height,6,27879200,27879982,OR2B2,4.8238206318274e-08
height,6,28117105,28121278,ZNF192,8.14798701439918e-10
height,6,28213918,28217797,ZKSCAN4,2.98836750996816e-13
height,6,28478555,28483292,GPX6,8.62445726556887e-10
height,6,28543089,28546952,SCAND3,1.00016294426134e-18
height,6,29571609,29600104,GABBR1,2.20017926100269e-08
height,6,30105154,30115542,TRIM40,3.06392877735817e-09
height,6,30131503,30139699,TRIM15,1.37577795822352e-08
height,6,30540890,30553871,ABCF1,1.97582239938518e-10
height,6,30878523,30881103,GTF2H4,3.07105048502797e-10
height,6,30912481,30920086,DPCR1,2.57084641352989e-08
height,6,31079242,31080016,C6orf15,2.03420396590438e-09
height,6,31098832,31107648,PSORS1C1,3.61521931695453e-22
height,6,31110391,31125257,CCHCR1,1.39709683940284e-32
height,6,31127562,31130078,TCF19,1.24159982578553e-10
height,6,31373985,31379059,MICA,4.1885120038998e-08
height,6,31469468,31477681,MICB,1.2570618922731e-08
height,6,31496915,31497706,MCCD1,1.25502480863394e-13
height,6,31498497,31507834,DDX39B,3.0437589925282797e-11
height,6,31513402,31514247,ATP6V1G2,2.62312431240692e-55
height,6,31540556,31540784,LTA,2.34234300482483e-12
height,6,31591808,31605199,PRRC2A,2.77130179499078e-20
height,6,31631334,31632134,GPANK1,2.84013257356719e-10
height,6,31655438,31669496,ABHD16A,9.53684805821291e-21
height,6,31708910,31728267,MSH5,6.94695192614744e-13
height,6,31731881,31732207,C6orf26,7.750749632512109e-13
height,6,31850332,31864674,EHMT2,3.04814438767136e-10
height,6,31868765,31912523,ZBTB12,2.32928005965145e-11
height,6,31928148,31937037,SKIV2L,7.89789934431643e-08
height,6,32163274,32191457,NOTCH4,1.2410854604137098e-11
height,6,32261507,32339076,C6orf10,1.6144247385315301e-15
height,6,32549284,32554386,HLA-DRB1,1.40524845490441e-24
height,6,33991692,34100968,GRM4,7.73741934393835e-21
height,6,34287912,34354073,NUDT3,2.51325290580221e-58
height,6,34498328,34499387,PACSIN1,2.14972473818997e-10
height,6,34559969,34657369,C6orf106,2.10402618203784e-27
height,6,34761675,34839644,UHRF1BP1,1.3720698002373898e-69
height,6,34880876,35054185,ANKS1A,1.7872359565488998e-44
height,6,35088381,35108553,TCP11,2.42080122958344e-21
height,6,35331104,35386872,PPARD,1.15170161888822e-26
height,6,35467891,35477032,TULP1,5.120205501381592e-19
height,6,35553345,35607571,FKBP5,8.512533687891209e-18
height,6,43307399,43323852,ZNF318,2.0657417221237e-08
height,6,44808398,45515007,SUPT3H,1.0611515355826e-11
height,6,80836802,81048652,BCKDHB,2.03236807694785e-10
height,6,108624711,108816921,LACE1,1.72943240278161e-10
height,6,130400442,130448853,L3MBTL3,1.61362051778333e-11
height,6,142624329,142757338,GPR126,9.189794507330589e-30
height,6,152129077,152419079,ESR1,7.8066592414429e-25
height,6,168848043,169063192,SMOC2,1.88424120750597e-09
height,7,20371870,20444533,ITGB8,1.68687746771382e-12
height,7,23352279,23502974,IGF2BP3,3.66503412443586e-10
height,7,23557850,23566300,TRA2A,1.36185450876684e-08
height,7,27875642,28210660,JAZF1,9.01037632283774e-08
height,7,28461647,28856803,CREB5,3.12700845013341e-10
height,7,50660787,50796106,GRB10,1.10842867645197e-08
height,7,92129511,92136447,PEX1,2.2558745673994e-11
height,7,92158154,92162042,C7orf64,5.26093596464605e-08
height,7,92246744,92461652,CDK6,6.099530997648311e-25
height,7,135048804,135123060,CNOT4,4.18418664477619e-13
height,8,75902507,75944111,CRISPLD1,5.42360985125873e-16
height,8,77616519,77774583,ZFHX4,2.06095660997186e-13
height,8,135491811,135722407,ZFAT,3.35426441944088e-22
height,8,145154222,145154910,SHARPIN,1.3316969178988498e-11
height,9,95102800,95280607,CENPP,1.38837580085853e-10
height,9,97321404,97355195,FBP2,1.25491251565973e-13
height,9,97529670,97839797,C9orf3,1.47860447885335e-18
height,9,97866302,98009579,FANCC,4.5315425349706095e-12
height,9,99274954,99380119,CDC14B,6.10307507486255e-14
height,9,139337522,139370217,SEC16A,1.23325364580852e-11
igf1,1,44208306,44380585,ST3GAL3,9.17675617717606e-08
igf1,1,176530658,176792249,PAPPA2,1.24289820590818e-29
igf1,1,176833497,177133041,ASTN1,7.85509508419194e-19
igf1,1,220702898,220806802,MARK1,1.93488246139018e-11
igf1,10,95327429,95347041,O3FAR1,2.6411236836178e-11
igf1,11,2169660,2181073,INS-IGF2,9.51666573248246e-41
igf1,11,46359645,46376384,DGKZ,2.90083304044231e-08
igf1,11,47802071,47864013,NUP160,1.43300898824066e-10
igf1,11,48011369,48180921,PTPRJ,4.18873664809933e-14
igf1,11,56143424,56143977,OR8U1,9.22909284858446e-09
igf1,12,32134064,32145000,C12orf35,1.63042123603971e-10
igf1,12,102415256,102443035,CCDC53,3.543336016597769e-11
igf1,12,102801528,102868653,IGF1,1.84359529805995e-08
igf1,12,111490653,111785515,CUX2,1.03810850708933e-08
igf1,12,121079806,121090195,CABP1,6.02440894617712e-14
igf1,12,121208238,121334133,SPPL3,5.38292365828425e-13
igf1,12,121416864,121438844,HNF1A,1.59281634813217e-53
igf1,12,121445728,121454148,C12orf43,6.58655457529914e-10
igf1,12,121458400,121476423,OASL,1.35444429670004e-12
igf1,12,121579024,121622304,P2RX7,7.56553623666145e-25
igf1,12,123748216,123753294,CDK2AP1,1.0121783624951e-10
igf1,12,123787811,123828792,SBNO1,7.41504757842195e-12
igf1,14,94844843,94849201,SERPINA1,1.10039992114805e-10
igf1,15,42683787,42703356,CAPN3,6.593917467907321e-21
igf1,15,43818079,43820717,MAP1A,2.50077805675314e-61
igf1,15,44856015,44944037,SPG11,4.52105118276105e-28
igf1,15,62155282,62346050,VPS13C,2.2726616334227e-17
igf1,16,915323,1013255,LMF1,7.96191937805992e-17
igf1,16,1569202,1652418,IFT140,6.64434984473006e-21
igf1,16,1665665,1717795,CRAMP1L,4.5478202660098e-12
igf1,16,1758040,1814786,MAPK8IP3,7.44260007878811e-25
igf1,16,1833508,1838703,NUBP2,1.13923662699115e-11
igf1,16,1863520,1873087,HAGH,6.37819543798054e-18
igf1,16,1997077,2003193,RPL3L,7.91706472412441e-14
igf1,16,81491081,81742741,CMIP,1.8602390115476602e-23
igf1,17,38121993,38131187,GSDMA,2.62948885964099e-13
igf1,17,40811781,40818699,TUBG2,1.55665746959244e-08
igf1,17,62125209,62206299,ERN1,6.07623549763103e-26
igf1,17,64208285,64222164,APOH,1.57757746930533e-25
igf1,17,64304804,64796272,PRKCA,4.1798802501641104e-19
igf1,17,67081278,67125337,ABCA6,5.38950291062434e-08
igf1,18,74962645,74980601,GALR1,2.53480957356019e-13
igf1,19,5036730,5148222,KDM4B,1.94193754726683e-12
igf1,19,10464138,10488926,TYK2,2.1640822579748898e-12
igf1,19,10533112,10577843,PDE4A,5.15388689503737e-08
igf1,19,10686123,10694720,AP1M2,2.48257258139693e-12
igf1,19,10830281,10920315,DNM2,3.8257293463057794e-11
igf1,2,25603164,25874261,DTNB,3.38264413146661e-08
igf1,2,26178889,26200554,KIF3C,9.59820227312004e-11
igf1,2,26924018,26948154,KCNK3,6.126647650208181e-09
igf1,2,27323198,27326067,CGREF1,1.1120386791969902e-09
igf1,2,27505758,27526463,TRIM54,1.37238060049735e-24
igf1,2,27611454,27623999,PPM1G,1.49650018458729e-09
igf1,2,28011829,28106866,RBKS,8.35697762248393e-19
igf1,2,28122890,28546682,BRE,1.36368039781532e-29
igf1,2,178494701,178969039,PDE11A,4.7138189803352886e-11
igf1,20,20043815,20338971,C20orf26,3.5054438465412494e-11
igf1,20,49132208,49196167,PTPN1,4.247368633141731e-09
igf1,20,57429447,57478939,GNAS,2.2722450460186097e-11
igf1,20,62378349,62422080,ZBTB46,1.31543524605872e-12
igf1,22,31914990,32014161,SFI1,6.41015760916403e-08
