Trait,CHR,pStart,pEnd,Gene,pval_fastKAST
igf1,11,47298201,47349699,MADD,3.6163488870144525e-09
igf1,11,47357416,47371598,MYBPC3,2.9647410082489505e-09
igf1,11,47464284,47470345,RAPSN,1e-14
igf1,11,47701528,47736023,AGBL2,1e-14
igf1,11,47802071,47864013,NUP160,2.55493404210938e-11
igf1,11,48011369,48180921,PTPRJ,1e-14
igf1,11,55540964,55541620,OR5D13,1e-14
igf1,11,56143424,56143977,OR8U1,4.8714156264395576e-08
igf1,11,61599991,61627811,FADS2,1e-14
igf1,11,66899619,67020500,KDM2A,3.63238994438575e-10
igf1,11,86031805,86047817,C11orf73,7.615724062493001e-08
igf1,11,94153641,94223745,MRE11A,3.6900092648117784e-08
igf1,11,120221618,120347586,ARHGEF12,4.976780099141821e-09
igf1,12,11816511,12042459,ETV6,3.9825476250143765e-11
igf1,12,20522252,20831714,PDE3A,3.36069428952257e-08
igf1,12,31815167,31819262,METTL20,3.5268702180957234e-08
igf1,12,31827400,31862940,AMN1,1.767748170067307e-09
igf1,12,32134064,32145000,C12orf35,1e-14
igf1,12,39064824,39286732,CPNE8,1.2720108077957093e-08
igf1,12,56865338,56881614,GLS2,5.1578535775753664e-08
igf1,12,57422934,57437119,MYO1A,3.036620177532256e-09
igf1,12,57486278,57487777,NAB2,4.394091757120577e-10
igf1,12,89817213,89917518,POC1B,5.660508839433476e-09
igf1,12,102415256,102443035,CCDC53,1e-14
igf1,12,102475119,102502759,NUP37,1e-14
igf1,12,102531054,102570701,C12orf48,1e-14
igf1,12,102801528,102868653,IGF1,1e-14
igf1,12,111490653,111785515,CUX2,4.3605752342301685e-10
igf1,12,121079806,121090195,CABP1,1e-14
igf1,12,121208238,121334133,SPPL3,1e-14
igf1,12,121416864,121438844,HNF1A,1e-14
igf1,12,121445728,121454148,C12orf43,1e-14
igf1,12,121458400,121476423,OASL,1.1616929640467788e-11
igf1,12,121579024,121622304,P2RX7,1.1786127629420662e-12
igf1,12,121871006,122014770,KDM2B,8.150233021808617e-08
igf1,12,123748216,123753294,CDK2AP1,9.369320874696996e-10
igf1,12,123787811,123828792,SBNO1,8.060507816765038e-10
igf1,13,47127813,47324173,LRCH1,8.443246102274315e-13
igf1,14,74195448,74206658,C14orf43,1.941865246379848e-08
igf1,14,75490702,75515101,MLH3,2.2401482224765346e-08
igf1,14,93943998,94163328,UNC79,8.373468585176623e-11
igf1,14,94844843,94849201,SERPINA1,1.050934894664124e-09
igf1,15,42683787,42703356,CAPN3,1e-14
igf1,15,43571211,43588888,TGM7,1.7797741058700467e-10
igf1,15,43818079,43820717,MAP1A,1e-14
igf1,15,44856015,44944037,SPG11,1e-14
igf1,15,62155282,62346050,VPS13C,1e-14
igf1,15,67360728,67477569,SMAD3,6.090772330935579e-11
igf1,15,74291023,74336656,PML,1.0692557950164885e-12
igf1,15,99202875,99500055,IGF1R,1e-14
igf1,16,915323,1013255,LMF1,8.637535131583719e-14
igf1,16,1129384,1129872,SSTR5,1e-14
igf1,16,1569202,1652418,IFT140,1.8671730828145887e-12
igf1,16,1665665,1717795,CRAMP1L,1.8124184375523102e-09
igf1,16,1758040,1814786,MAPK8IP3,1e-14
igf1,16,1833508,1838703,NUBP2,1e-14
igf1,16,1863520,1873087,HAGH,1e-14
igf1,16,1877494,1918125,FAHD1,1e-14
igf1,16,1997077,2003193,RPL3L,1.91446858366362e-12
igf1,16,53749128,54137949,FTO,6.650000772268072e-09
igf1,16,68878283,69103498,TMCO7,3.57730656208588e-09
igf1,16,69844285,69970529,WWP2,5.4722892883773966e-11
igf1,16,81491081,81742741,CMIP,1e-14
igf1,17,1621714,1640793,WDR81,1.584411046806622e-09
igf1,17,1648294,1657653,SERPINF2,2.9629632525285388e-08
igf1,17,15856887,15876655,ADORA2B,8.750012936431516e-10
igf1,17,15884561,15928584,ZSWIM7,2.9873881146613712e-12
igf1,17,15943490,16087469,NCOR1,1.1753931161706532e-12
igf1,17,16151670,16223256,PIGL,5.20131600012519e-08
igf1,17,38100134,38100673,LRRC3C,2.71104503291042e-08
igf1,17,38121993,38131187,GSDMA,1e-14
igf1,17,38231853,38250782,THRA,1.3544720900426911e-14
igf1,17,40566240,40571284,PTRF,1.458267617771014e-09
igf1,17,61602293,61623052,KCNH6,2.6341151482256464e-12
igf1,17,61871016,61894076,DDX42,1e-14
igf1,17,62019103,62044016,SCN4A,1e-14
igf1,17,62125209,62206299,ERN1,1e-14
igf1,17,64208285,64222164,APOH,1.5328183167184758e-11
igf1,17,64304804,64796272,PRKCA,5.266951319526925e-10
igf1,18,60804334,60978979,BCL2,3.977394968934789e-09
igf1,18,74962645,74980601,GALR1,4.769410422156284e-10
igf1,19,5036730,5148222,KDM4B,1e-14
igf1,19,7119018,7284870,INSR,1.4083134658449126e-10
igf1,19,10363251,10369086,MRPL4,1.855551268192812e-10
igf1,19,10382281,10395208,ICAM1,1e-14
igf1,19,10438441,10444166,RAVER1,1e-14
igf1,19,10444603,10450285,ICAM3,1e-14
igf1,19,10464138,10488926,TYK2,1e-14
igf1,19,10533112,10577843,PDE4A,1e-14
igf1,19,10686123,10694720,AP1M2,2.012834343645409e-13
igf1,19,10723572,10752352,SLC44A2,7.202238805348316e-12
igf1,19,10781970,10797763,ILF3,1e-14
igf1,19,10830281,10920315,DNM2,1e-14
igf1,19,10987013,11031712,CARM1,2.0490054097876964e-11
igf1,19,11097807,11170677,SMARCA4,8.526512829121202e-14
igf1,19,48377519,48384749,SULT2A1,1.268807281462614e-11
igf1,19,54755923,54756657,LILRB5,2.775686347433748e-10
igf1,2,25603164,25874261,DTNB,7.447418670647465e-08
igf1,2,26178889,26200554,KIF3C,6.696562415697828e-08
igf1,2,26924018,26948154,KCNK3,7.062671181223834e-08
igf1,2,27323198,27326067,CGREF1,2.1076695944088897e-11
igf1,2,27505758,27526463,TRIM54,1e-14
igf1,2,27587724,27590666,EIF2B4,1e-14
igf1,2,27611454,27623999,PPM1G,4.164921740823502e-10
igf1,2,27669137,27686911,IFT172,1e-14
igf1,2,27799773,27801759,C2orf16,1e-14
igf1,2,27815510,27834152,ZNF512,1e-14
igf1,2,28011829,28106866,RBKS,1e-14
igf1,2,28122890,28546682,BRE,1e-14
igf1,2,113978940,114034627,PAX8,2.5772606271345918e-11
igf1,2,203745885,203773503,WDR12,4.17834840060749e-08
igf1,2,219553423,219563602,STK36,4.2432160229921585e-08
igf1,2,225362478,225435356,CUL3,1.6147131409738334e-09
igf1,2,242349333,242416361,FARP2,1.3774061891069778e-09
igf1,20,3236015,3387361,C20orf194,8.30982838095906e-10
igf1,20,20026375,20033423,CRNKL1,1e-14
igf1,20,20043815,20338971,C20orf26,1e-14
igf1,20,21314079,21367741,XRN2,1e-14
igf1,20,33320571,33364584,NCOA6,4.956035581926699e-13
igf1,20,39658819,39743905,TOP1,8.837375276016246e-13
igf1,20,39768492,39796067,PLCG1,2.6413912834755138e-08
igf1,20,49132208,49196167,PTPN1,1.6239121158889702e-10
igf1,20,62293272,62325833,RTEL1,6.751399439508532e-11
igf1,20,62340115,62364516,ZGPAT,7.3883078544056965e-09
igf1,20,62378349,62422080,ZBTB46,2.953393085647349e-11
igf1,20,62697000,62702838,TCEA2,7.490563724843469e-12
igf1,20,62724253,62729431,OPRL1,3.992806085761913e-12
igf1,20,62737318,62737888,NPBWR2,1e-14
igf1,21,37408491,37417997,SETD4,1e-14
igf1,21,37442727,37444973,CBR1,1e-14
igf1,21,40566372,40670460,BRWD1,3.062661235730957e-12
igf1,22,36140474,36423437,RBFOX2,6.74775790798776e-10
igf1,22,38864513,38877582,KDELR3,1e-14
igf1,22,38887057,38901526,DDX17,1e-14
igf1,22,38925719,38962551,DMC1,1e-14
igf1,22,39090350,39094619,JOSD1,1e-14
igf1,22,39107001,39120162,GTPBP1,1e-14
igf1,22,39134207,39147235,SUN2,2.83842884751806e-08
igf1,22,41490926,41574383,EP300,7.56231771648075e-08
igf1,22,41720319,41753059,ZC3H7B,1e-14
igf1,22,41769083,41783659,TEF,1e-14
igf1,22,42095658,42167358,MEI1,1e-14
igf1,3,33431826,33467112,UBP1,2.188467518315917e-09
igf1,3,46965111,47011310,CCDC12,3.866279574271658e-08
igf1,3,47022143,47045846,NBEAL2,1.0452971821450774e-11
igf1,3,47079112,47185650,SETD2,1.678657213233237e-13
igf1,3,47270336,47305025,KIF9,1.1901590823981678e-13
igf1,3,47328744,47371222,KLHL18,1.736311094902021e-11
igf1,3,47441508,47452583,PTPN23,1.4328072062141928e-10
igf1,3,47895705,48040283,MAP4,7.558550607633664e-08
igf1,3,48205625,48229366,CDC25A,8.342184720788737e-10
igf1,3,49768927,49771943,IP6K1,6.231760441011147e-09
igf1,3,50659586,50684811,MAPKAPK3,3.111678115175209e-08
igf1,3,98489630,98512540,ST3GAL6,1.4907541867614782e-10
igf1,3,100954892,101007768,IMPG2,7.058065243370493e-11
igf1,3,101049800,101226952,SENP7,1.0769163338864018e-14
igf1,3,101445126,101484335,CEP97,7.879252805764736e-13
igf1,3,101504624,101540387,FAM55C,5.617939446977971e-11
igf1,3,135721036,135854035,PPP2R3A,3.50763862400072e-12
igf1,3,136062523,136295540,STAG1,1e-14
igf1,3,136677064,136720481,IL20RB,1.2947815930530736e-08
igf1,3,141206800,141307120,RASA2,3.8569147875477943e-13
igf1,3,171852956,172107772,FNDC3B,1e-14
igf1,3,172225411,172237885,TNFSF10,1e-14
igf1,4,3443993,3451109,HGFAC,1.2318307485159607e-08
igf1,4,7195054,7738509,SORCS2,1e-14
igf1,4,39420994,39450229,KLB,1.4150848604010946e-08
igf1,4,69342169,69349059,TMPRSS11E,1e-14
igf1,4,99997409,100006645,ADH5,1e-14
igf1,4,100045616,100062819,ADH4,1e-14
igf1,4,100261120,100271356,ADH1C,9.79584746652051e-10
igf1,4,169282355,169391577,DDX60L,6.070772751165522e-08
igf1,5,38870352,38924916,OSMR,1.91333382471015e-09
igf1,5,38955796,39070619,RICTOR,6.1973759457600855e-12
igf1,5,41326340,41502989,PLCXD3,4.850564394587309e-13
igf1,5,42573791,42719239,GHR,1e-14
igf1,5,58270494,59472775,PDE4D,1e-14
igf1,5,132219384,132272486,AFF4,1e-14
igf1,5,133873107,133901939,PHF15,2.0451345505989597e-08
igf1,5,137624587,137654728,CDC25C,6.010469899564441e-11
igf1,5,137688497,137769795,KDM3B,1e-14
igf1,5,137846155,137869902,ETF1,1.0509996650753806e-08
igf1,5,168109259,168723746,SLIT3,1e-14
igf1,5,180652030,180661980,TRIM41,6.290412635223674e-12
igf1,6,25293399,25619463,LRRC16A,1e-14
igf1,6,25655059,25684405,SCGN,3.306900975275084e-09
igf1,6,25812069,25826119,SLC17A1,1e-14
igf1,6,25850845,25864898,SLC17A3,1e-14
igf1,6,25974204,25983010,TRIM38,1e-14
igf1,6,26091179,26094130,HFE,3.22741833258533e-13
igf1,6,26367218,26374549,BTN3A2,1e-14
igf1,6,26388405,26392629,BTN2A2,1.2638778912332782e-12
igf1,6,26462356,26474742,BTN2A1,1e-14
igf1,6,26501897,26509382,BTN1A1,1.0186407273238274e-11
igf1,6,27879200,27879982,OR2B2,1e-14
igf1,6,28094432,28097193,ZSCAN16,3.660047820375212e-10
igf1,6,28213918,28217797,ZKSCAN4,5.001299374640666e-11
igf1,6,28254862,28268824,PGBD1,1e-14
igf1,6,28543089,28546952,SCAND3,3.971015349879536e-08
igf1,6,29910663,29912968,HLA-A,3.611564824979041e-09
igf1,6,30105154,30115542,TRIM40,1.2346073718916273e-08
igf1,6,30855907,30865279,DDR1,4.933211616986455e-10
igf1,6,30878523,30881103,GTF2H4,2.7613356046174428e-11
igf1,6,30882277,30893941,VARS2,2.251088204729968e-12
igf1,6,30912481,30920086,DPCR1,1e-14
igf1,6,31079242,31080016,C6orf15,1.8636070464594923e-09
igf1,6,31098832,31107648,PSORS1C1,6.491572512867806e-08
igf1,6,31513402,31514247,ATP6V1G2,3.26405569239796e-14
igf1,6,31591808,31605199,PRRC2A,4.690692279041286e-13
igf1,6,31631334,31632134,GPANK1,1.5099033134902131e-13
igf1,6,31736065,31741659,C6orf27,1.6191492591133285e-12
igf1,6,32121659,32130329,PPT2,5.527475455124886e-08
igf1,6,32146492,32148031,RNF5,3.570926998541779e-09
igf1,6,32149883,32151934,AGER,3.2798941340672627e-10
igf1,6,32163274,32191457,NOTCH4,6.8762773253183695e-12
igf1,6,32407906,32411362,HLA-DRA,3.486100297322992e-13
igf1,6,32605326,32609813,HLA-DQA1,1e-14
igf1,6,32628189,32633970,HLA-DQB1,6.269183172591397e-09
igf1,6,32781112,32783896,HLA-DOB,4.520827645571046e-08
igf1,6,34287912,34354073,NUDT3,9.01895447213974e-10
igf1,6,79659032,79784098,PHIP,8.830971509610207e-10
igf1,6,87867063,87969480,ZNF292,1e-14
igf1,6,88058099,88064103,C6orf163,2.6578739209526253e-13
igf1,6,88123549,88159276,C6orf165,1.1546319456101628e-14
igf1,6,88188309,88220667,SLC35A1,1e-14
igf1,6,88224164,88287928,RARS2,7.43849426498855e-14
igf1,6,88304889,88374658,ORC3,7.205347429817267e-14
igf1,6,108493567,108496771,NR2E1,4.080105453496685e-08
igf1,6,108552848,108571857,SNX3,1.236677427129962e-12
igf1,6,108624711,108816921,LACE1,2.664535259100376e-14
igf1,6,108887202,108980612,FOXO3,1e-14
igf1,6,126317349,126332554,TRMT11,2.644770957793696e-09
igf1,6,147526156,147704829,STXBP5,1.414247163822324e-09
igf1,6,152129077,152419079,ESR1,1e-14
igf1,6,154339726,154586360,OPRM1,3.665399228580668e-08
igf1,6,160394730,160519228,IGF2R,1e-14
igf1,6,160544961,160578860,SLC22A1,1e-14
igf1,6,160644552,160671737,SLC22A2,4.6629367034256575e-14
igf1,6,160779213,160857193,SLC22A3,9.563894121100701e-11
igf1,6,160952816,161083025,LPA,3.7599034996560476e-11
igf1,7,859610,905229,SUN1,6.816769371198461e-14
igf1,7,939369,993173,ADAP1,2.0541829237608056e-08
igf1,7,1047932,1152615,C7orf50,1.7045809208582338e-11
igf1,7,1855870,2266139,MAD1L1,1.5616920645555865e-08
igf1,7,2774125,2882829,GNA12,9.309619741770804e-11
igf1,7,6736332,6743526,ZNF12,1.2989609388114332e-14
igf1,7,45615956,45753239,ADCY1,4.887675819631454e-10
igf1,7,45954465,45957318,IGFBP3,1e-14
igf1,7,55980675,55999910,ZNF713,2.6399267438748097e-08
igf1,7,72864869,72934080,BAZ1B,1.0524914273446485e-13
igf1,7,72951881,72971231,BCL7B,4.4186876380081237e-14
igf1,7,73012042,73026378,MLXIPL,1e-14
igf1,7,73097654,73097720,DNAJC30,1.38222766565832e-13
igf1,7,73098456,73108402,WBSCR22,3.699263118051022e-13
igf1,7,99250475,99272310,CYP3A5,9.730374284089294e-10
igf1,8,15996599,16029492,MSR1,2.2537305355285756e-11
igf1,8,59325371,59349053,UBXN2B,4.676516196511216e-08
igf1,8,116431304,116621561,TRPS1,1e-14
igf1,8,145053629,145059425,PARP10,2.43179135717142e-08
igf1,9,4795595,4854307,RCL1,1e-14
igf1,9,33818501,33903966,UBE2R2,2.4776477536292422e-09
igf1,9,96212813,96325794,FAM120AOS,6.117328865684614e-14
igf1,9,96345335,96436037,PHF2,4.5210502008785625e-12
igf1,9,97529670,97839797,C9orf3,1.1020921397708603e-08
igf1,9,127746648,127896906,SCAI,6.760881965384159e-08
igf1,9,128218097,128428842,MAPKAP1,3.765876499528531e-13
ldl,1,55505647,55525944,PCSK9,1e-14
ldl,1,55536159,55668004,USP24,1e-14
ldl,1,62928073,63144920,DOCK7,1e-14
ldl,1,92981330,93257374,EVI5,2.3150514838476963e-10
ldl,1,93323394,93425990,FAM69A,6.142088815330737e-08
ldl,1,109686967,109745618,KIAA1324,1e-14
ldl,1,109757295,109779073,SARS,1e-14
ldl,1,109794123,109806313,CELSR2,1e-14
ldl,1,109823457,109823962,PSRC1,1e-14
ldl,1,109837129,109846278,MYBPHL,1e-14
ldl,1,109857815,109933450,SORT1,1e-14
ldl,1,110091447,110123513,GNAI3,1e-14
ldl,1,110162995,110170896,AMPD2,9.85878045867139e-14
ldl,1,110201812,110205811,GSTM4,3.2878144651249386e-12
ldl,1,220970028,220985677,MOSC1,6.328271240363392e-14
ldl,11,61599991,61627811,FADS2,1e-14
ldl,11,116620377,116639335,BUD13,1e-14
ldl,11,116691675,116693871,APOA4,1.916296232806758e-09
ldl,11,126160826,126162843,TIRAP,3.403277659685955e-12
ldl,11,126202361,126211727,DCPS,1e-14
ldl,12,9077330,9084534,PHC1,4.855059243524806e-09
ldl,12,112869780,112935344,PTPN11,6.113738404422975e-10
ldl,12,121416864,121438844,HNF1A,1e-14
ldl,12,121458400,121476423,OASL,1.3522231556706288e-08
ldl,14,73743458,73802633,NUMB,5.19070261217891e-08
ldl,16,56996288,57017319,CETP,1e-14
ldl,16,71660310,71674405,MARVELD3,1.8456741468497743e-08
ldl,16,72103769,72107865,HPR,1e-14
ldl,16,72130103,72143414,DHX38,1e-14
ldl,16,72158477,72199122,PMFBP1,1e-14
ldl,16,72824678,72993925,ZFHX3,4.173085921266306e-08
ldl,17,45333743,45385012,ITGB3,2.2224444506946384e-12
ldl,17,45412629,45505768,C17orf57,2.7768298771491118e-09
ldl,17,67081278,67125337,ABCA6,1e-14
ldl,17,67412362,67536671,MAP2K6,1.0565992525357617e-12
ldl,17,76379869,76409312,PGS1,1.7241585936744738e-10
ldl,18,47095675,47109955,LIPG,3.2091140855783346e-10
ldl,19,10464138,10488926,TYK2,1.0558376395408685e-10
ldl,19,10655351,10661199,ATG4D,1e-14
ldl,19,10664661,10675334,KRI1,1e-14
ldl,19,10686123,10694720,AP1M2,1e-14
ldl,19,10723572,10752352,SLC44A2,1e-14
ldl,19,10830281,10920315,DNM2,1e-14
ldl,19,10987013,11031712,CARM1,1e-14
ldl,19,11097807,11170677,SMARCA4,1e-14
ldl,19,11202306,11241810,LDLR,1e-14
ldl,19,11284028,11304404,KANK2,7.090106279861175e-12
ldl,19,11319491,11362861,DOCK6,1.9717190102852555e-09
ldl,19,19155672,19168228,ARMC6,1e-14
ldl,19,19293252,19301186,MEF2BNB,6.386002837643899e-13
ldl,19,19329924,19353979,NCAN,1e-14
ldl,19,19432416,19455864,MAU2,1e-14
ldl,19,19789528,19790178,ZNF101,1e-14
ldl,19,20208036,20223681,ZNF90,2.0668816436142382e-08
ldl,19,44791447,44805948,ZNF235,1.3208567573030902e-10
ldl,19,44832693,44842435,ZFP112,1e-14
ldl,19,44891405,44896239,ZNF285,1e-14
ldl,19,44932521,44934842,ZNF229,1e-14
ldl,19,45121297,45134110,IGSF23,1e-14
ldl,19,45284266,45299199,CBLC,1e-14
ldl,19,45316372,45323471,BCAM,1e-14
ldl,19,45351516,45390333,PVRL2,1e-14
ldl,19,45394969,45405062,TOMM40,1e-14
ldl,19,45410002,45412079,APOE,1e-14
ldl,19,45461980,45489674,CLPTM1,4.1233683134578324e-13
ldl,19,45513854,45537779,RELB,1e-14
ldl,19,45543755,45573405,CLASRP,1e-14
ldl,19,45606231,45639716,LRRC68,1e-14
ldl,19,45670248,45673929,TRAPPC6A,2.204902926905561e-12
ldl,19,45814860,45821183,CKM,1.9068365775254392e-09
ldl,19,46017454,46027752,VASP,2.5837110229076647e-12
ldl,19,46292649,46295223,DMWD,1e-14
ldl,2,20451703,20521647,PUM2,4.71890748698911e-10
ldl,2,20891887,20991348,C2orf43,1e-14
ldl,2,21225500,21261998,APOB,1e-14
ldl,2,27799773,27801759,C2orf16,5.468892005922044e-10
ldl,2,27815510,27834152,ZNF512,1e-14
ldl,2,28122890,28546682,BRE,9.303788850445471e-10
ldl,2,44040401,44065090,ABCG5,1e-14
ldl,2,44066247,44102197,ABCG8,1e-14
ldl,2,118689345,118755038,CCDC93,3.518919622358396e-08
ldl,2,118856102,118865557,INSIG2,5.011746662120231e-08
ldl,2,169788429,169869901,ABCB11,2.878137506101552e-09
ldl,2,203245215,203420712,BMPR2,6.632775240156263e-08
ldl,2,203745885,203773503,WDR12,4.318418622695219e-09
ldl,2,203820923,203846817,ALS2CR8,2.5619506516250112e-12
ldl,20,39658819,39743905,TOP1,8.865130851631875e-13
ldl,20,39768492,39796067,PLCG1,1.1584341708115176e-08
ldl,3,32578505,32601229,DYNC1LI1,3.957267558085675e-08
ldl,3,122251838,122277539,PARP9,1.5171974787620002e-11
ldl,3,132158769,132256930,DNAJC13,5.27533284833126e-08
ldl,4,3443993,3451109,HGFAC,6.788829498560743e-10
ldl,4,69342169,69349059,TMPRSS11E,2.2768509300163944e-10
ldl,5,74648603,74655726,HMGCR,1e-14
ldl,5,74682474,74797907,COL4A3BP,1e-14
ldl,5,74979866,74998598,POC5,1e-14
ldl,5,156352777,156383422,TIMD4,1e-14
ldl,5,156457328,156482296,HAVCR1,1e-14
ldl,5,156514189,156531736,HAVCR2,5.215612386422207e-10
ldl,6,16133732,16144234,MYLIP,3.38783090469974e-09
ldl,6,30071330,30080274,TRIM31,2.5618376420233343e-08
ldl,6,30131503,30139699,TRIM15,3.589507580059603e-09
ldl,6,31098832,31107648,PSORS1C1,6.600558988267834e-10
ldl,6,31498497,31507834,DDX39B,8.441245258339336e-09
ldl,6,31515799,31525448,NFKBIL1,7.56478257812887e-09
ldl,6,31540556,31540784,LTA,1e-14
ldl,6,31708910,31728267,MSH5,4.468801773072073e-08
ldl,6,31731881,31732207,C6orf26,1.556538076208369e-08
ldl,6,32407906,32411362,HLA-DRA,1e-14
ldl,6,32605326,32609813,HLA-DQA1,1e-14
ldl,6,32628189,32633970,HLA-DQB1,1e-14
ldl,6,32709964,32714143,HLA-DQA2,3.889000232959461e-12
ldl,6,32724719,32730392,HLA-DQB2,1.252398185158654e-11
ldl,6,32781112,32783896,HLA-DOB,3.861685082817701e-09
ldl,6,32792973,32805470,TAP2,1.092459456231154e-13
ldl,6,34559969,34657369,C6orf106,5.274375380892592e-10
ldl,6,116278118,116371630,FRK,3.053592623203372e-08
ldl,6,160394730,160519228,IGF2R,1e-14
ldl,6,160544961,160578860,SLC22A1,1e-14
ldl,6,160644552,160671737,SLC22A2,3.091453204540073e-09
ldl,6,160779213,160857193,SLC22A3,1.1324274851176595e-14
ldl,6,160952816,161083025,LPA,1e-14
ldl,7,21484116,21547455,SP4,3.1402658251522557e-12
ldl,7,44555199,44579180,NPC1L1,7.260858581048525e-14
ldl,7,44607340,44612753,DDX56,3.7081449022480233e-13
ldl,8,59325371,59349053,UBXN2B,1.0880185641326534e-14
ldl,8,59524884,59570619,NSMAF,1e-14
ldl,9,107547273,107665739,ABCA1,1e-14
ldl,9,131465481,131476649,PKN3,1.1918074971362104e-08
ldl,9,136259231,136270538,C9orf96,1.4115448809803866e-09
lipo_a,16,56996288,57017319,CETP,1.6047163597932013e-12
lipo_a,19,45284266,45299199,CBLC,5.991307450159411e-11
lipo_a,19,45394969,45405062,TOMM40,1e-14
lipo_a,19,45410002,45412079,APOE,1e-14
lipo_a,6,158959878,159050540,TMEM181,9.232170583572951e-10
lipo_a,6,159593984,159691657,FNDC1,1e-14
lipo_a,6,160104844,160113872,SOD2,1e-14
lipo_a,6,160162439,160171380,WTAP,1e-14
lipo_a,6,160191237,160198395,ACAT2,1e-14
lipo_a,6,160234625,160241351,PNLDC1,1e-14
lipo_a,6,160394730,160519228,IGF2R,1e-14
lipo_a,6,160544961,160578860,SLC22A1,1e-14
lipo_a,6,160644552,160671737,SLC22A2,1e-14
lipo_a,6,160779213,160857193,SLC22A3,1e-14
lipo_a,6,160952816,161083025,LPA,1e-14
lipo_a,6,161137779,161173349,PLG,1e-14
lipo_a,6,161414391,161522595,MAP3K4,1e-14
lipo_a,6,161560461,161651368,AGPAT4,1e-14
lipo_a,6,161775288,163140694,PARK2,1e-14
microalbumin,10,16870912,17167732,CUBN,1.1324274851176595e-14
phosphate,1,20992819,21043790,KIF17,1.1298895152833666e-10
phosphate,1,21088111,21100876,HP1BP3,1.2178031250087429e-08
phosphate,1,21152384,21325360,EIF4G3,1.0614331635849794e-10
phosphate,1,21552149,21671184,ECE1,1e-14
phosphate,1,21775584,21800219,NBPF3,1e-14
phosphate,1,21883742,21894307,ALPL,1e-14
phosphate,1,21924912,21976289,RAP1GAP,1e-14
phosphate,1,22012208,22108543,USP48,1e-14
phosphate,1,22139854,22147739,LDLRAD2,6.367029126153055e-11
phosphate,1,22151809,22256814,HSPG2,3.8125058665627886e-13
phosphate,1,155160556,155162067,MUC1,5.527134305793879e-12
phosphate,1,184449951,184577317,C1orf21,2.4550659394328992e-08
phosphate,10,8099177,8115908,GATA3,1.4019254312991336e-08
phosphate,10,21824727,21994681,MLLT10,4.4266543097748474e-08
phosphate,10,22050570,22291832,DNAJC1,6.818208220238375e-09
phosphate,10,50339754,50341954,FAM170B,4.26985047319306e-08
phosphate,10,101808163,101837374,CPN1,1.0103029524088925e-13
phosphate,10,101953275,101968237,CHUK,6.340698222029317e-08
phosphate,10,105038008,105048217,INA,4.8156367782326015e-11
phosphate,11,65293463,65302893,SCYL1,5.906386491005834e-14
phosphate,12,4553669,4554630,FGF6,1e-14
phosphate,12,4599279,4639750,C12orf4,1e-14
phosphate,12,4702211,4718284,DYRK4,1e-14
phosphate,12,106986804,107155117,RFX4,6.239517791328807e-10
phosphate,12,107174646,107275600,RIC8B,1.0053957666400493e-11
phosphate,12,123472472,123519112,PITPNM2,6.8056846824759995e-09
phosphate,12,123787811,123828792,SBNO1,3.840097795304587e-09
phosphate,12,131440049,131621762,GPR133,1e-14
phosphate,14,91340693,91526110,RPS6KA5,7.350120512228385e-11
phosphate,15,51006324,51051044,SPPL2A,1.8859870665188797e-08
phosphate,15,51210563,51291576,AP4E1,1e-14
phosphate,15,51507874,51533007,CYP19A1,1.7706225374780615e-09
phosphate,15,74845566,74883323,ARID3B,2.4353519201270046e-11
phosphate,16,16244584,16305355,ABCC6,1e-14
phosphate,17,1621714,1640793,WDR81,1e-14
phosphate,17,1648294,1657653,SERPINF2,1.262323578998803e-12
phosphate,17,37438037,37554241,FBXL20,1e-14
phosphate,17,43474668,43482264,ARHGAP27,2.262856568790994e-12
phosphate,17,43516738,43555253,PLEKHM1,9.560130465047225e-13
phosphate,17,44044058,44089281,MAPT,1e-14
phosphate,17,57940703,57965731,TUBD1,6.122827911347883e-09
phosphate,17,57973920,58022484,RPS6KB1,2.917153185677534e-10
phosphate,17,58681552,58740228,PPM1D,1.7849083322474255e-09
phosphate,17,58762945,59466118,BCAS3,1e-14
phosphate,17,66419633,66451646,WIPI1,3.1125503396900456e-08
phosphate,17,76855369,76918131,TIMP2,1.0175296161207823e-09
phosphate,2,7137067,7176948,RNF144A,4.8422462040065284e-08
phosphate,2,158115129,158161286,GALNT5,3.7414515929867775e-14
phosphate,2,234171812,234199537,ATG16L1,7.731482121187128e-12
phosphate,2,234219952,234246503,SAG,1.2253154046959478e-10
phosphate,2,234273242,234375944,DGKD,1e-14
phosphate,2,234394111,234449316,USP40,2.556848066603834e-10
phosphate,20,39658819,39743905,TOP1,5.259498392362616e-10
phosphate,20,39768492,39796067,PLCG1,4.1322020694067874e-08
phosphate,22,38517880,38560836,PLA2G6,1e-14
phosphate,3,121404501,121449011,GOLGB1,1.2836287588413596e-11
phosphate,3,121559769,121576421,EAF2,4.30401492224064e-10
phosphate,3,121617739,121648168,SLC15A2,3.527521275081824e-09
phosphate,3,121983674,122003757,CASR,1e-14
phosphate,3,122044382,122060404,CSTA,1e-14
phosphate,3,122103120,122128394,FAM162A,1e-14
phosphate,3,122174804,122209664,KPNA1,1e-14
phosphate,3,122251838,122277539,PARP9,1e-14
phosphate,5,176517170,176520243,FGFR4,1.5067935787982378e-10
phosphate,5,176791360,176798306,RGS14,1e-14
phosphate,5,176817636,176825069,SLC34A1,1e-14
