Trait,CHR,pStart,pEnd,Gene,pval_fastKAST,pval_skat
height,13,51294123,51415234,DLEU7,1e-14,4.83993747625114e-13
height,14,61201634,61407491,MNAT1,1e-14,3.7628287695825e-11
height,14,65383689,65555251,CHURC1,1e-14,2.32357562302166e-09
height,14,94642417,94742263,PPP4R4,8.37108160567368e-14,1.20137327914208e-20
height,14,94844843,94849201,SERPINA1,1e-14,4.8810137211403e-75
height,15,48720271,48925467,FBN1,1e-14,1.28435325401232e-16
height,15,67360728,67477569,SMAD3,1e-14,3.67635497227294e-23
height,15,72132608,72328525,MYO9A,1e-14,1.04245205221669e-21
height,15,72456429,72467385,GRAMD2,1.2878587085651816e-14,1.51243825410389e-14
height,15,72492779,72512795,PKM2,1e-14,1.46465443066176e-15
height,15,72585570,72610476,CELF6,1e-14,4.63025460606372e-17
height,15,72643444,72664056,HEXA,5.840916639243687e-11,1.98371225402904e-11
height,15,72773575,72866714,ARIH1,1e-14,6.456929429313161e-21
height,15,75762082,75854732,PTPN9,1e-14,4.80477161595511e-09
height,15,84116988,84286544,SH3GL3,1e-14,4.66324126907625e-10
height,15,84329438,84704372,ADAMTSL3,1e-14,2.71366799280723e-41
height,15,85525556,85680904,PDE8A,1e-14,4.5705303711593896e-11
height,15,89381556,89417629,ACAN,1e-14,1.13791996621818e-88
height,15,99202875,99500055,IGF1R,1e-14,6.87025805530453e-20
height,15,100514614,100880888,ADAMTS17,1e-14,3.4674353838857603e-19
height,15,101717888,101788716,CHSY1,1e-14,2.50412041621216e-15
height,16,915323,1013255,LMF1,1.2806755655958568e-11,7.54965093774373e-08
height,16,2140554,2144894,PKD1,3.069988707693483e-12,4.28203902336222e-08
height,16,2810624,2819768,SRRM2,2.5686119897727625e-11,2.67867025476502e-11
height,16,4684448,4736316,MGRN1,2.376769225875819e-09,8.23005167349677e-08
height,16,4751045,4777459,ANKS3,2.6190161150907447e-12,5.32884623202712e-13
height,16,67475802,67504682,ATP6V0D1,2.789641850853286e-09,2.03489644874601e-09
height,16,67658146,67666095,CTCF,3.61932706027801e-14,2.8132983026184e-11
height,16,69844285,69970529,WWP2,1e-14,6.12037714676034e-12
height,16,81491081,81742741,CMIP,1e-14,2.97396417492379e-08
height,16,88773738,88781614,CTU2,1e-14,2.39325808255883e-14
height,17,17720319,17736925,SREBF1,1e-14,3.22714799051266e-15
height,17,27957939,28229418,SSH2,1e-14,4.1055765257311696e-11
height,17,28492033,28512405,NSRP1,1.2867484855405564e-12,4.39879598981611e-10
height,17,28811946,28846883,GOSR1,8.22675261247241e-13,5.16451028973407e-10
height,17,29115920,29140186,CRLF3,1.572415531114757e-10,5.946442265356501e-10
height,17,29431798,29685660,NF1,1e-14,1.82084710791188e-13
height,17,42841978,42855746,ADAM11,2.131628207280301e-14,1.97866583305256e-10
height,17,43516738,43555253,PLEKHM1,5.4507567348593974e-09,2.74020438681418e-09
height,17,46847364,46894377,TTLL6,2.009503674571533e-14,7.50722282116811e-08
height,17,60588594,60685216,TLK2,7.792655409843975e-13,1.99243827769639e-12
height,17,61709128,61760967,MAP3K3,1e-14,6.44909107596347e-11
height,17,61871016,61894076,DDX42,1e-14,4.47960645917874e-11
height,17,62019103,62044016,SCN4A,1e-14,1.62041018690029e-23
height,17,62519019,62525832,CEP95,1.36011757412291e-10,8.60954148791918e-11
height,18,20528232,20603829,RBBP8,1e-14,1.76956362401079e-14
height,18,20718352,20834307,CABLES1,1e-14,3.86493566066204e-16
height,18,21114145,21162161,NPC1,1.5576703260578027e-09,9.223281471580493e-09
height,18,46573551,46947056,DYM,1e-14,3.52984898947209e-18
height,19,2167212,2229584,DOT1L,1e-14,4.8925169219049397e-11
height,19,7119018,7284870,INSR,1e-14,4.30220972614858e-08
height,19,10382281,10395208,ICAM1,1.66508590249137e-08,3.30561779060545e-08
height,19,12132535,12145874,ZNF433,2.620328409808081e-08,7.315978243741581e-09
height,19,12460783,12470073,ZNF442,8.090615177813731e-09,2.96127216463039e-09
height,19,55992992,55995710,ZNF628,1e-14,6.94432556790545e-32
height,19,56000157,56030250,SSC5D,1.3135903476069188e-10,2.11453524128031e-24
height,2,20202930,20205541,MATN3,1e-14,1.34566579098607e-25
height,2,23790221,23926659,KLHL29,1e-14,1.03578165087219e-16
height,2,23980698,24148020,ATAD2B,1e-14,3.59600998772703e-13
height,2,24188922,24218644,UBXN2A,3.852473895449293e-14,8.30240167726259e-08
height,2,24290671,24298486,SF3B14,9.225509245425199e-12,1.52034182268639e-09
height,2,24398818,24413298,C2orf84,2.758238082378739e-12,8.88415409557475e-12
height,2,24426534,24540632,ITSN2,1.2533307724993392e-10,1.45400557912638e-13
height,2,25022598,25035709,CENPO,1e-14,1.28559371890455e-14
height,2,25046355,25141434,ADCY3,1e-14,2.74545645533834e-10
height,2,25191843,25194741,DNAJC27,1e-14,3.5944950674974e-11
height,2,25276284,25373365,EFR3B,1e-14,3.7171582932880005e-13
height,2,33172827,33623387,LTBP1,1e-14,1.63786719651841e-20
height,2,44592268,44997514,CAMKMT,1e-14,3.09128821250497e-12
height,2,55529534,55639339,CCDC88A,3.252953462151709e-13,6.38341666120487e-15
height,2,55749492,55769851,CCDC104,1e-14,1.20862409949319e-20
height,2,55785408,55843052,SMEK2,1e-14,8.929613340816021e-20
height,2,56119413,56145541,EFEMP1,1e-14,1.8989808275270504e-19
height,2,97545306,97638495,FAM178B,1e-14,7.861798702908581e-20
height,2,121555421,121747433,GLI2,1e-14,4.18313286572213e-09
height,2,178494701,178969039,PDE11A,5.140776693224325e-12,4.00765034429421e-17
height,2,219327500,219398111,USP37,2.3118575942504552e-08,4.04475927836086e-08
height,2,232325349,232328322,NCL,1e-14,3.41225316127612e-17
height,2,232882748,233162244,DIS3L2,1e-14,4.86585032093236e-81
height,20,31874762,31894789,BPIFB1,1.174887298560634e-09,1.2591617151956601e-17
height,20,32088092,32218790,CBFA2T2,1.0076350864807182e-10,3.54465061712017e-12
height,20,32264675,32273524,E2F1,1.3240519791679617e-12,3.70450863494981e-12
height,20,32333181,32378732,ZNF341,1e-14,2.89252839011002e-14
height,20,32988931,33081476,ITCH,1e-14,1.08857054983036e-11
height,20,33171268,33264731,PIGU,1e-14,1.05150190594428e-49
height,20,33437621,33457367,GGT7,1e-14,1.1987888161154e-40
height,20,33467120,33509879,ACSS2,1e-14,2.5195811074953798e-26
height,20,33563932,33588185,MYH7B,1e-14,9.62602032457897e-25
height,20,33592122,33678636,TRPC4AP,1e-14,2.68845825600766e-08
height,20,33703607,33733180,EDEM2,1e-14,1.09869712792791e-24
height,20,33906639,33968939,UQCC,1e-14,1.5873383198716702e-35
height,20,34079200,34095223,CEP250,1e-14,3.16863673099453e-28
height,20,34214723,34239008,CPNE1,1e-14,7.32112625240122e-18
height,20,34292961,34314725,RBM39,1e-14,6.65427988533381e-24
height,20,34417059,34530739,PHF20,1e-14,4.34573773856246e-66
height,20,34580341,34602132,C20orf152,1.3130874165767636e-10,1.65798901274883e-08
height,20,35068724,35136708,DLGAP4,1.3319175429238328e-08,9.16531853899638e-09
height,20,35281959,35343830,NDRG3,4.1297731900868934e-10,1.36540474051465e-16
height,20,35813514,35865054,RPN2,3.4208191834750327e-12,5.76232582428625e-16
height,20,57429447,57478939,GNAS,2.3677726446180718e-12,1.8606375641862e-11
height,21,34966932,34997018,CRYZL1,3.935441528213346e-09,7.926659236189181e-09
height,22,32910237,33401355,SYN3,1e-14,1.729038657922e-11
height,3,10070915,10135796,FANCD2,7.80969733327197e-11,2.33004054844277e-08
height,3,14172381,14180731,TMEM43,4.692268129602439e-09,8.269385465276e-08
height,3,14191918,14219408,XPC,5.245870404735341e-10,5.17645319251867e-10
height,3,33431826,33467112,UBP1,2.6161628419174576e-11,5.460284392008709e-11
height,3,38051211,38066070,PLCD1,3.972155937503885e-12,1.1194300835095e-09
height,3,47895705,48040283,MAP4,1e-14,2.50062082939047e-18
height,3,48616291,48628014,COL7A1,9.89763826453327e-13,4.23542416694289e-08
height,3,48725707,48752654,IP6K2,6.2177616388936485e-09,1.04437410875144e-16
height,3,48918313,48934620,SLC25A20,1e-14,3.01836606653002e-26
height,3,49768927,49771943,IP6K1,1.0757572610486932e-10,1.21300765919168e-13
height,3,49928614,49940078,MST1R,1e-14,3.00867725106056e-09
height,3,50721022,51410485,DOCK3,1e-14,1.65786971881824e-16
height,3,52364168,52434095,DNAH1,2.1155848184406523e-09,7.10083728483468e-08
height,3,52448051,52455432,PHF7,2.223897843656175e-09,1.16515590603742e-10
height,3,52584787,52709810,PBRM1,1e-14,4.51538706996549e-14
height,3,52868445,52920440,MUSTN1,1e-14,2.4136064318104703e-20
height,3,56764853,57067209,ARHGEF3,1.893980750011792e-09,3.65744213803865e-08
height,3,128819281,128845137,RAB43,7.918673827767009e-09,6.04129102299567e-08
height,3,141206800,141307120,RASA2,1e-14,6.593530462755e-37
height,3,171852956,172107772,FNDC3B,1e-14,2.71396846473948e-13
height,3,185367124,185534012,IGF2BP2,1.8249577404816362e-09,1.37763496638576e-12
height,3,187443722,187449757,BCL6,1e-14,1.27164300192354e-08
height,4,1008212,1019011,FGFRL1,2.2870594307278225e-14,2.7150318263484703e-09
height,4,1824020,1849267,LETM1,1e-14,1.25329907156526e-14
height,4,17635336,17780716,FAM184B,1e-14,3.17515080371476e-13
height,4,17848100,18013639,LCORL,1e-14,7.228450350130648e-55
height,4,73177780,73430036,ADAMTS3,1e-14,1.63185803246313e-16
height,4,81259984,81884722,C4orf22,1.767141555308882e-08,6.466977220813911e-15
height,4,87568863,87730980,PTPN13,1.5356982352443538e-10,1.25262016792685e-23
height,4,145568352,145659064,HHIP,1e-14,4.3737552595482e-13
height,4,145923298,146015170,ANAPC10,1e-14,1.4275201551112998e-43
height,4,146059891,146080339,OTUD4,1e-14,2.94303906363767e-23
height,4,184028193,184236868,WWC2,3.0673130702041356e-11,4.4909523463871397e-11
height,5,298024,431389,PDCD6,2.396688625339038e-09,8.25612307201629e-10
height,5,32716535,32786389,NPR3,1e-14,2.3014560798817905e-23
height,5,42573791,42719239,GHR,1e-14,9.743123720099348e-11
height,5,54603856,54704705,SKIV2L2,2.620126338115369e-14,8.070181422337929e-11
height,5,55045907,55108598,DDX4,2.6711965972481266e-13,6.540583068075529e-11
height,5,108151600,108518834,FER,4.674338272003809e-08,8.45641856539459e-08
height,5,127609633,127873114,FBN2,3.3773428498307106e-11,4.973472776884352e-19
height,5,131639843,131671662,SLC22A4,1e-14,1.6121347845773e-11
height,5,131819800,131824486,IRF1,7.221112596766943e-12,5.94133308725671e-10
height,5,138942117,139004975,UBE2D2,1e-14,2.559801465929e-12
height,5,176333133,176409574,UIMC1,1e-14,2.95761444523936e-14
height,5,176517170,176520243,FGFR4,1e-14,1.76647563117677e-38
height,5,176584833,176722005,NSD1,1e-14,1.95984094117052e-25
height,5,176817636,176825069,SLC34A1,4.604929770835041e-10,1.36471947076444e-08
height,6,7730836,7876339,BMP6,1e-14,1.31104931101821e-18
height,6,27879200,27879982,OR2B2,2.3619994848900202e-11,4.8238206318274e-08
height,6,28117105,28121278,ZNF192,1e-14,8.14798701439918e-10
height,6,28213918,28217797,ZKSCAN4,1e-14,2.98836750996816e-13
height,6,28478555,28483292,GPX6,1e-14,8.62445726556887e-10
height,6,28543089,28546952,SCAND3,1.9622148350606492e-10,1.00016294426134e-18
height,6,29571609,29600104,GABBR1,4.602540570886049e-12,2.20017926100269e-08
height,6,30131503,30139699,TRIM15,1e-14,1.37577795822352e-08
height,6,30878523,30881103,GTF2H4,1e-14,3.07105048502797e-10
height,6,30912481,30920086,DPCR1,1e-14,2.57084641352989e-08
height,6,31079242,31080016,C6orf15,1e-14,2.03420396590438e-09
height,6,31098832,31107648,PSORS1C1,1e-14,3.61521931695453e-22
height,6,31110391,31125257,CCHCR1,1e-14,1.39709683940284e-32
height,6,31469468,31477681,MICB,1e-14,1.2570618922731e-08
height,6,31496915,31497706,MCCD1,1e-14,1.25502480863394e-13
height,6,31498497,31507834,DDX39B,1e-14,3.0437589925282797e-11
height,6,31513402,31514247,ATP6V1G2,1e-14,2.62312431240692e-55
height,6,31540556,31540784,LTA,1e-14,2.34234300482483e-12
height,6,31591808,31605199,PRRC2A,1e-14,2.77130179499078e-20
height,6,31631334,31632134,GPANK1,1e-14,2.84013257356719e-10
height,6,31708910,31728267,MSH5,5.085207810395787e-10,6.94695192614744e-13
height,6,31731881,31732207,C6orf26,1.1191048088221579e-13,7.750749632512109e-13
height,6,31850332,31864674,EHMT2,7.283063041541028e-14,3.04814438767136e-10
height,6,32163274,32191457,NOTCH4,1e-14,1.2410854604137098e-11
height,6,32261507,32339076,C6orf10,1e-14,1.6144247385315301e-15
height,6,33991692,34100968,GRM4,6.076250613773482e-12,7.73741934393835e-21
height,6,34287912,34354073,NUDT3,1e-14,2.51325290580221e-58
height,6,34498328,34499387,PACSIN1,1e-14,2.14972473818997e-10
height,6,34559969,34657369,C6orf106,1e-14,2.10402618203784e-27
height,6,34761675,34839644,UHRF1BP1,1e-14,1.3720698002373898e-69
height,6,34880876,35054185,ANKS1A,1e-14,1.7872359565488998e-44
height,6,35088381,35108553,TCP11,1e-14,2.42080122958344e-21
height,6,35331104,35386872,PPARD,1e-14,1.15170161888822e-26
height,6,35467891,35477032,TULP1,1e-14,5.120205501381592e-19
height,6,35553345,35607571,FKBP5,1.261041271405361e-09,8.512533687891209e-18
height,6,43307399,43323852,ZNF318,2.647363395169577e-08,2.0657417221237e-08
height,6,44808398,45515007,SUPT3H,1e-14,1.0611515355826e-11
height,6,80836802,81048652,BCKDHB,1e-14,2.03236807694785e-10
height,6,130400442,130448853,L3MBTL3,1e-14,1.61362051778333e-11
height,6,142624329,142757338,GPR126,1e-14,9.189794507330589e-30
height,6,152129077,152419079,ESR1,1e-14,7.8066592414429e-25
height,6,168848043,169063192,SMOC2,7.787245770440877e-08,1.88424120750597e-09
height,7,20371870,20444533,ITGB8,1e-14,1.68687746771382e-12
height,7,23352279,23502974,IGF2BP3,1e-14,3.66503412443586e-10
height,7,23557850,23566300,TRA2A,1e-14,1.36185450876684e-08
height,7,27875642,28210660,JAZF1,1e-14,9.01037632283774e-08
height,7,28461647,28856803,CREB5,1e-14,3.12700845013341e-10
height,7,50660787,50796106,GRB10,4.429789868254375e-14,1.10842867645197e-08
height,7,92129511,92136447,PEX1,3.490541189421492e-13,2.2558745673994e-11
height,7,92158154,92162042,C7orf64,1e-14,5.26093596464605e-08
height,7,92246744,92461652,CDK6,1e-14,6.099530997648311e-25
height,7,135048804,135123060,CNOT4,1e-14,4.18418664477619e-13
height,8,75902507,75944111,CRISPLD1,1e-14,5.42360985125873e-16
height,8,77616519,77774583,ZFHX4,1e-14,2.06095660997186e-13
height,8,135491811,135722407,ZFAT,1e-14,3.35426441944088e-22
height,8,145154222,145154910,SHARPIN,2.0727086713634435e-11,1.3316969178988498e-11
height,9,95102800,95280607,CENPP,3.1842961600858644e-10,1.38837580085853e-10
height,9,97321404,97355195,FBP2,1e-14,1.25491251565973e-13
height,9,97529670,97839797,C9orf3,1e-14,1.47860447885335e-18
height,9,97866302,98009579,FANCC,1e-14,4.5315425349706095e-12
height,9,99274954,99380119,CDC14B,1e-14,6.10307507486255e-14
igf1,1,44208306,44380585,ST3GAL3,1e-14,9.17675617717606e-08
igf1,1,176530658,176792249,PAPPA2,1e-14,1.24289820590818e-29
igf1,1,176833497,177133041,ASTN1,1e-14,7.85509508419194e-19
igf1,1,220702898,220806802,MARK1,6.160272292277114e-11,1.93488246139018e-11
igf1,11,2169660,2181073,INS-IGF2,1e-14,9.51666573248246e-41
igf1,11,47802071,47864013,NUP160,2.55493404210938e-11,1.43300898824066e-10
igf1,11,48011369,48180921,PTPRJ,1e-14,4.18873664809933e-14
igf1,11,56143424,56143977,OR8U1,4.8714156264395576e-08,9.22909284858446e-09
igf1,12,32134064,32145000,C12orf35,1e-14,1.63042123603971e-10
igf1,12,102415256,102443035,CCDC53,1e-14,3.543336016597769e-11
igf1,12,102801528,102868653,IGF1,1e-14,1.84359529805995e-08
igf1,12,111490653,111785515,CUX2,4.3605752342301685e-10,1.03810850708933e-08
igf1,12,121079806,121090195,CABP1,1e-14,6.02440894617712e-14
igf1,12,121208238,121334133,SPPL3,1e-14,5.38292365828425e-13
igf1,12,121416864,121438844,HNF1A,1e-14,1.59281634813217e-53
igf1,12,121445728,121454148,C12orf43,1e-14,6.58655457529914e-10
igf1,12,121458400,121476423,OASL,1.1616929640467788e-11,1.35444429670004e-12
igf1,12,121579024,121622304,P2RX7,1.1786127629420662e-12,7.56553623666145e-25
igf1,12,123748216,123753294,CDK2AP1,9.369320874696996e-10,1.0121783624951e-10
igf1,12,123787811,123828792,SBNO1,8.060507816765038e-10,7.41504757842195e-12
igf1,14,94844843,94849201,SERPINA1,1.050934894664124e-09,1.10039992114805e-10
igf1,15,42683787,42703356,CAPN3,1e-14,6.593917467907321e-21
igf1,15,43818079,43820717,MAP1A,1e-14,2.50077805675314e-61
igf1,15,44856015,44944037,SPG11,1e-14,4.52105118276105e-28
igf1,15,62155282,62346050,VPS13C,1e-14,2.2726616334227e-17
igf1,16,915323,1013255,LMF1,8.637535131583719e-14,7.96191937805992e-17
igf1,16,1569202,1652418,IFT140,1.8671730828145887e-12,6.64434984473006e-21
igf1,16,1665665,1717795,CRAMP1L,1.8124184375523102e-09,4.5478202660098e-12
igf1,16,1758040,1814786,MAPK8IP3,1e-14,7.44260007878811e-25
igf1,16,1833508,1838703,NUBP2,1e-14,1.13923662699115e-11
igf1,16,1863520,1873087,HAGH,1e-14,6.37819543798054e-18
igf1,16,1997077,2003193,RPL3L,1.91446858366362e-12,7.91706472412441e-14
igf1,16,81491081,81742741,CMIP,1e-14,1.8602390115476602e-23
igf1,17,38121993,38131187,GSDMA,1e-14,2.62948885964099e-13
igf1,17,62125209,62206299,ERN1,1e-14,6.07623549763103e-26
igf1,17,64208285,64222164,APOH,1.5328183167184758e-11,1.57757746930533e-25
igf1,17,64304804,64796272,PRKCA,5.266951319526925e-10,4.1798802501641104e-19
igf1,18,74962645,74980601,GALR1,4.769410422156284e-10,2.53480957356019e-13
igf1,19,5036730,5148222,KDM4B,1e-14,1.94193754726683e-12
igf1,19,10464138,10488926,TYK2,1e-14,2.1640822579748898e-12
igf1,19,10533112,10577843,PDE4A,1e-14,5.15388689503737e-08
igf1,19,10686123,10694720,AP1M2,2.012834343645409e-13,2.48257258139693e-12
igf1,19,10830281,10920315,DNM2,1e-14,3.8257293463057794e-11
igf1,2,25603164,25874261,DTNB,7.447418670647465e-08,3.38264413146661e-08
igf1,2,26178889,26200554,KIF3C,6.696562415697828e-08,9.59820227312004e-11
igf1,2,26924018,26948154,KCNK3,7.062671181223834e-08,6.126647650208181e-09
igf1,2,27323198,27326067,CGREF1,2.1076695944088897e-11,1.1120386791969902e-09
igf1,2,27505758,27526463,TRIM54,1e-14,1.37238060049735e-24
igf1,2,27611454,27623999,PPM1G,4.164921740823502e-10,1.49650018458729e-09
igf1,2,28011829,28106866,RBKS,1e-14,8.35697762248393e-19
igf1,2,28122890,28546682,BRE,1e-14,1.36368039781532e-29
igf1,20,20043815,20338971,C20orf26,1e-14,3.5054438465412494e-11
igf1,20,49132208,49196167,PTPN1,1.6239121158889702e-10,4.247368633141731e-09
igf1,20,62378349,62422080,ZBTB46,2.953393085647349e-11,1.31543524605872e-12
igf1,3,135721036,135854035,PPP2R3A,3.50763862400072e-12,3.22824006594499e-11
igf1,3,171852956,172107772,FNDC3B,1e-14,4.10569345393631e-12
igf1,4,69342169,69349059,TMPRSS11E,1e-14,8.181672230943739e-28
igf1,5,41326340,41502989,PLCXD3,4.850564394587309e-13,8.76643751433574e-10
igf1,5,58270494,59472775,PDE4D,1e-14,4.11987097306328e-14
igf1,5,137624587,137654728,CDC25C,6.010469899564441e-11,2.89415305096065e-10
igf1,6,25812069,25826119,SLC17A1,1e-14,7.637750716859771e-09
igf1,6,25850845,25864898,SLC17A3,1e-14,3.28215044032021e-09
igf1,6,25974204,25983010,TRIM38,1e-14,1.71267400261854e-08
igf1,6,31513402,31514247,ATP6V1G2,3.26405569239796e-14,2.8148951617893803e-17
igf1,6,32605326,32609813,HLA-DQA1,1e-14,8.708013839629329e-18
igf1,6,34287912,34354073,NUDT3,9.01895447213974e-10,8.17427987338336e-08
igf1,6,88224164,88287928,RARS2,7.43849426498855e-14,8.88782494941841e-08
igf1,6,88304889,88374658,ORC3,7.205347429817267e-14,3.62962990264117e-10
igf1,6,108624711,108816921,LACE1,2.664535259100376e-14,1.29589829501329e-13
igf1,6,108887202,108980612,FOXO3,1e-14,1.3053639927886498e-11
igf1,6,160394730,160519228,IGF2R,1e-14,7.76514646091437e-12
igf1,7,45954465,45957318,IGFBP3,1e-14,2.1568810110856101e-19
igf1,7,99250475,99272310,CYP3A5,9.730374284089294e-10,5.37413424549613e-09
igf1,8,15996599,16029492,MSR1,2.2537305355285756e-11,1.4709973591827e-11
igf1,9,4795595,4854307,RCL1,1e-14,4.006751820730501e-15
igf1,9,96212813,96325794,FAM120AOS,6.117328865684614e-14,5.6219938553250296e-11
ldl,1,55505647,55525944,PCSK9,1e-14,8.40146082918648e-221
ldl,1,55536159,55668004,USP24,1e-14,3.1668838842384e-38
ldl,1,109757295,109779073,SARS,1e-14,1.4837078983698e-26
ldl,1,109794123,109806313,CELSR2,1e-14,1.50796473365316e-45
ldl,1,109823457,109823962,PSRC1,1e-14,1.7599881568167e-22
ldl,1,109837129,109846278,MYBPHL,1e-14,8.0363128802466995e-50
ldl,1,109857815,109933450,SORT1,1e-14,1.56222726449822e-27
ldl,1,110091447,110123513,GNAI3,1e-14,1.43635169008338e-23
ldl,1,110162995,110170896,AMPD2,9.85878045867139e-14,5.219357302427581e-15
ldl,11,116620377,116639335,BUD13,1e-14,1.44016913847705e-25
ldl,11,116691675,116693871,APOA4,1.916296232806758e-09,7.22394337682175e-08
ldl,11,126160826,126162843,TIRAP,3.403277659685955e-12,2.55627053366154e-14
ldl,11,126202361,126211727,DCPS,1e-14,3.71786400002013e-13
ldl,12,112869780,112935344,PTPN11,6.113738404422975e-10,3.67535887410639e-08
ldl,14,73743458,73802633,NUMB,5.19070261217891e-08,7.43346076914619e-08
ldl,16,56996288,57017319,CETP,1e-14,4.43764069065617e-14
ldl,16,72103769,72107865,HPR,1e-14,2.00207610905871e-15
ldl,16,72130103,72143414,DHX38,1e-14,4.49458910969828e-18
ldl,16,72158477,72199122,PMFBP1,1e-14,5.70689985268658e-08
ldl,16,72824678,72993925,ZFHX3,4.173085921266306e-08,3.51896504795121e-10
ldl,17,67081278,67125337,ABCA6,1e-14,1.9105146938338302e-46
ldl,17,67412362,67536671,MAP2K6,1.0565992525357617e-12,1.3413161082191e-18
ldl,18,47095675,47109955,LIPG,3.2091140855783346e-10,9.043359877003787e-12
ldl,19,10464138,10488926,TYK2,1.0558376395408685e-10,9.21594028376969e-14
ldl,19,10664661,10675334,KRI1,1e-14,1.49578711173784e-30
ldl,19,10686123,10694720,AP1M2,1e-14,3.53322116678276e-22
ldl,19,10723572,10752352,SLC44A2,1e-14,8.049542826660351e-39
ldl,19,11097807,11170677,SMARCA4,1e-14,1.0952758535013898e-42
ldl,19,11202306,11241810,LDLR,1e-14,1.9254522021299e-182
ldl,19,19155672,19168228,ARMC6,1e-14,3.5302206455048698e-12
ldl,19,19329924,19353979,NCAN,1e-14,1.5107717864959e-17
ldl,19,19432416,19455864,MAU2,1e-14,2.7218578505036e-30
ldl,19,19789528,19790178,ZNF101,1e-14,2.37094777787262e-11
ldl,19,20208036,20223681,ZNF90,2.0668816436142382e-08,5.02756978271179e-08
ldl,19,44791447,44805948,ZNF235,1.3208567573030902e-10,8.452201869782479e-11
ldl,19,44832693,44842435,ZFP112,1e-14,4.2296347542411e-49
ldl,19,44891405,44896239,ZNF285,1e-14,8.667841051190729e-34
ldl,19,45121297,45134110,IGSF23,1e-14,1.67580933921442e-63
ldl,19,45284266,45299199,CBLC,1e-14,7.6526436724166e-224
ldl,19,45316372,45323471,BCAM,1e-14,3.53110660612297e-73
ldl,19,45351516,45390333,PVRL2,1e-14,0.0
ldl,19,45394969,45405062,TOMM40,1e-14,6.23215608831638e-262
ldl,19,45410002,45412079,APOE,1e-14,0.0
ldl,19,45461980,45489674,CLPTM1,4.1233683134578324e-13,3.86652802114128e-10
ldl,19,45543755,45573405,CLASRP,1e-14,9.58674967942896e-10
ldl,19,45670248,45673929,TRAPPC6A,2.204902926905561e-12,2.8849663145991903e-15
ldl,19,46292649,46295223,DMWD,1e-14,2.12377440006721e-30
ldl,2,20891887,20991348,C2orf43,1e-14,7.68025728806655e-28
ldl,2,21225500,21261998,APOB,1e-14,8.93513015136314e-108
ldl,2,44040401,44065090,ABCG5,1e-14,7.59181373427512e-28
ldl,2,44066247,44102197,ABCG8,1e-14,1.01848988306637e-48
ldl,2,203820923,203846817,ALS2CR8,2.5619506516250112e-12,4.93253273781136e-08
ldl,4,69342169,69349059,TMPRSS11E,2.2768509300163944e-10,1.77644949473347e-10
ldl,5,74682474,74797907,COL4A3BP,1e-14,7.08405928231389e-21
ldl,5,156457328,156482296,HAVCR1,1e-14,3.01366896181245e-11
ldl,6,31098832,31107648,PSORS1C1,6.600558988267834e-10,1.08889098362847e-13
ldl,6,31498497,31507834,DDX39B,8.441245258339336e-09,7.256034420520179e-13
ldl,6,32605326,32609813,HLA-DQA1,1e-14,6.991719252298541e-31
ldl,6,160394730,160519228,IGF2R,1e-14,1.45893608718403e-16
ldl,6,160544961,160578860,SLC22A1,1e-14,1.49434553620154e-08
ldl,6,160779213,160857193,SLC22A3,1.1324274851176595e-14,2.0891531682758506e-21
ldl,6,160952816,161083025,LPA,1e-14,2.0249155609759398e-48
lipo_a,19,45284266,45299199,CBLC,5.991307450159411e-11,3.83522991428188e-11
lipo_a,19,45410002,45412079,APOE,1e-14,6.3285701551332295e-83
lipo_a,6,159593984,159691657,FNDC1,1e-14,2.70289508279981e-27
lipo_a,6,160162439,160171380,WTAP,1e-14,3.0869141675906897e-22
lipo_a,6,160191237,160198395,ACAT2,1e-14,2.25027263229956e-35
lipo_a,6,160234625,160241351,PNLDC1,1e-14,8.99035829836827e-30
lipo_a,6,160394730,160519228,IGF2R,1e-14,0.0
lipo_a,6,160544961,160578860,SLC22A1,1e-14,6.46747609034187e-307
lipo_a,6,160644552,160671737,SLC22A2,1e-14,3.32055495097795e-249
lipo_a,6,160779213,160857193,SLC22A3,1e-14,0.0
lipo_a,6,160952816,161083025,LPA,1e-14,0.0
lipo_a,6,161137779,161173349,PLG,1e-14,1.01942356093157e-296
lipo_a,6,161414391,161522595,MAP3K4,1e-14,0.0
lipo_a,6,161560461,161651368,AGPAT4,1e-14,0.0
lipo_a,6,161775288,163140694,PARK2,1e-14,1.61938212203062e-32
microalbumin,10,16870912,17167732,CUBN,1.1324274851176595e-14,8.45281107551104e-17
phosphate,1,20992819,21043790,KIF17,1.1298895152833666e-10,6.17042743009442e-12
phosphate,1,21088111,21100876,HP1BP3,1.2178031250087429e-08,4.7505892109001e-08
phosphate,1,21152384,21325360,EIF4G3,1.0614331635849794e-10,2.11500992064613e-26
phosphate,1,21552149,21671184,ECE1,1e-14,2.3808016153889697e-12
phosphate,1,21883742,21894307,ALPL,1e-14,2.64803075827292e-21
phosphate,1,21924912,21976289,RAP1GAP,1e-14,7.457014299712989e-33
phosphate,1,22012208,22108543,USP48,1e-14,2.97086285305749e-28
phosphate,1,22151809,22256814,HSPG2,3.8125058665627886e-13,1.90919769164878e-20
phosphate,10,101808163,101837374,CPN1,1.0103029524088925e-13,1.10322904416355e-13
phosphate,10,101953275,101968237,CHUK,6.340698222029317e-08,2.34906191165507e-08
